Gene_pair,GeneID_1,GeneSymbol_1,GeneID_2,GeneSymbol_2,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,Total
BCLAF1--EZR,ENSG00000029363,BCLAF1,ENSG00000029363,EZR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCLAF1--JMJD1C,ENSG00000029363,BCLAF1,ENSG00000029363,JMJD1C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCLAF1--MAP7,ENSG00000029363,BCLAF1,ENSG00000029363,MAP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BCLAF1--MYB,ENSG00000029363,BCLAF1,ENSG00000029363,MYB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCLAF1--PKN2,ENSG00000029363,BCLAF1,ENSG00000029363,PKN2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCLAF1--TNFAIP3,ENSG00000029363,BCLAF1,ENSG00000029363,TNFAIP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BCLAF1--TOP2B,ENSG00000029363,BCLAF1,ENSG00000029363,TOP2B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCLAF1--UBC,ENSG00000029363,BCLAF1,ENSG00000029363,UBC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCOR--HMGB3,ENSG00000183337,BCOR,ENSG00000183337,HMGB3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCOR--MID1IP1,ENSG00000183337,BCOR,ENSG00000183337,MID1IP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCOR--USP9X,ENSG00000183337,BCOR,ENSG00000183337,USP9X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCORL1--BOC,ENSG00000085185,BCORL1,ENSG00000085185,BOC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCR--ADORA2A,ENSG00000186716,BCR,ENSG00000186716,ADORA2A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCR--SLC2A11,ENSG00000186716,BCR,ENSG00000186716,SLC2A11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCR--USP20,ENSG00000186716,BCR,ENSG00000186716,USP20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCR--XBP1,ENSG00000186716,BCR,ENSG00000186716,XBP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BHLHE41--ATP2B1,ENSG00000123095,BHLHE41,ENSG00000123095,ATP2B1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BICD1--FGD4,ENSG00000151746,BICD1,ENSG00000151746,FGD4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BID--CERK,ENSG00000015475,BID,ENSG00000015475,CERK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIN1--CXCR4,ENSG00000136717,BIN1,ENSG00000136717,CXCR4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIN3--ALDOA,ENSG00000147439,BIN3,ENSG00000147439,ALDOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BIRC3--ATM,ENSG00000023445,BIRC3,ENSG00000023445,ATM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BIRC3--CARD16,ENSG00000023445,BIRC3,ENSG00000023445,CARD16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIRC3--CBL,ENSG00000023445,BIRC3,ENSG00000023445,CBL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIRC3--MBD5,ENSG00000023445,BIRC3,ENSG00000023445,MBD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BIRC3--RDX,ENSG00000023445,BIRC3,ENSG00000023445,RDX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BIRC3--RP11-65M17.3,ENSG00000023445,BIRC3,ENSG00000023445,RP11-65M17.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BIRC6--NCOA1,ENSG00000115760,BIRC6,ENSG00000115760,NCOA1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIRC6--STAG2,ENSG00000115760,BIRC6,ENSG00000115760,STAG2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIRC6--TTC27,ENSG00000115760,BIRC6,ENSG00000115760,TTC27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BLNK--OPALIN,ENSG00000095585,BLNK,ENSG00000095585,OPALIN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLOC1S6--NOMO2,ENSG00000104164,BLOC1S6,ENSG00000104164,NOMO2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BMP6--CCND1,ENSG00000153162,BMP6,ENSG00000153162,CCND1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BMP6--SSR1,ENSG00000153162,BMP6,ENSG00000153162,SSR1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BMP7--RBM38,ENSG00000101144,BMP7,ENSG00000101144,RBM38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
BOLA1--ARRDC3,ENSG00000178096,BOLA1,ENSG00000178096,ARRDC3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOLA1--TEX14,ENSG00000178096,BOLA1,ENSG00000178096,TEX14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOLA1--WDR74,ENSG00000178096,BOLA1,ENSG00000178096,WDR74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOP1--EEF1D,ENSG00000170727,BOP1,ENSG00000170727,EEF1D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOP1--PLEC,ENSG00000170727,BOP1,ENSG00000170727,PLEC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOP1--ZC3H3,ENSG00000170727,BOP1,ENSG00000170727,ZC3H3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BPHL--RIPK1,ENSG00000137274,BPHL,ENSG00000137274,RIPK1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BPTF--DDX5,ENSG00000171634,BPTF,ENSG00000171634,DDX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BRAP--RCAN1,ENSG00000089234,BRAP,ENSG00000089234,RCAN1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRCC3--TRAC,ENSG00000185515,BRCC3,ENSG00000185515,TRAC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRCC3--TRAJ10,ENSG00000185515,BRCC3,ENSG00000185515,TRAJ10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRCC3--TRAJ27,ENSG00000185515,BRCC3,ENSG00000185515,TRAJ27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD1--EIF4ENIF1,ENSG00000100425,BRD1,ENSG00000100425,EIF4ENIF1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD1--SBF1,ENSG00000100425,BRD1,ENSG00000100425,SBF1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD1--SCO2,ENSG00000100425,BRD1,ENSG00000100425,SCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD1--SELO,ENSG00000100425,BRD1,ENSG00000100425,SELO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD3--EHMT1,ENSG00000169925,BRD3,ENSG00000169925,EHMT1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD3--RALGDS,ENSG00000169925,BRD3,ENSG00000169925,RALGDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD3--WDR5,ENSG00000169925,BRD3,ENSG00000169925,WDR5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD3--YWHAZ,ENSG00000169925,BRD3,ENSG00000169925,YWHAZ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD4--CYP4F22,ENSG00000141867,BRD4,ENSG00000141867,CYP4F22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD9--LPCAT1,ENSG00000028310,BRD9,ENSG00000028310,LPCAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BRD9--NUTM1,ENSG00000028310,BRD9,ENSG00000028310,NUTM1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRD9--SLC12A7,ENSG00000028310,BRD9,ENSG00000028310,SLC12A7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRE--WDPCP,,BRE,,WDPCP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRF1--BCL7A,ENSG00000185024,BRF1,ENSG00000185024,BCL7A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRF1--CTD-2555C10.3,ENSG00000185024,BRF1,ENSG00000185024,CTD-2555C10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BRF1--SLC39A3,ENSG00000185024,BRF1,ENSG00000185024,SLC39A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRI3--DDX5,ENSG00000164713,BRI3,ENSG00000164713,DDX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BRI3--ZNF398,ENSG00000164713,BRI3,ENSG00000164713,ZNF398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRIP1--MED13,ENSG00000136492,BRIP1,ENSG00000136492,MED13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRMS1--AAK1,ENSG00000174744,BRMS1,ENSG00000174744,AAK1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRWD1--AP000695.6,ENSG00000185658,BRWD1,ENSG00000185658,AP000695.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRWD1--ARIH1,ENSG00000185658,BRWD1,ENSG00000185658,ARIH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BRWD1--ETS2,ENSG00000185658,BRWD1,ENSG00000185658,ETS2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRWD1--SON,ENSG00000185658,BRWD1,ENSG00000185658,SON,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRWD1--TMEM57,ENSG00000185658,BRWD1,ENSG00000185658,TMEM57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSDC1--TP53BP2,ENSG00000160058,BSDC1,ENSG00000160058,TP53BP2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--CNN2,ENSG00000172270,BSG,ENSG00000172270,CNN2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--FLCN,ENSG00000172270,BSG,ENSG00000172270,FLCN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--HMGB1,ENSG00000172270,BSG,ENSG00000172270,HMGB1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--HMGB3,ENSG00000172270,BSG,ENSG00000172270,HMGB3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--MAEA,ENSG00000172270,BSG,ENSG00000172270,MAEA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--MAFK,ENSG00000172270,BSG,ENSG00000172270,MAFK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--METRNL,ENSG00000172270,BSG,ENSG00000172270,METRNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--NOTCH1,ENSG00000172270,BSG,ENSG00000172270,NOTCH1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--PCNT,ENSG00000172270,BSG,ENSG00000172270,PCNT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--QSOX2,ENSG00000172270,BSG,ENSG00000172270,QSOX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BSG--RALGDS,ENSG00000172270,BSG,ENSG00000172270,RALGDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--SGTA,ENSG00000172270,BSG,ENSG00000172270,SGTA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BSG--SUMO3,ENSG00000172270,BSG,ENSG00000172270,SUMO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BSG--UBTF,ENSG00000172270,BSG,ENSG00000172270,UBTF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTAF1--GBP5,ENSG00000095564,BTAF1,ENSG00000095564,GBP5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTBD11--SSH1,ENSG00000151136,BTBD11,ENSG00000151136,SSH1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTBD11--UBC,ENSG00000151136,BTBD11,ENSG00000151136,UBC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTBD2--AP3D1,ENSG00000133243,BTBD2,ENSG00000133243,AP3D1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTBD9--HIVEP1,ENSG00000183826,BTBD9,ENSG00000183826,HIVEP1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTBD9--NSMCE2,ENSG00000183826,BTBD9,ENSG00000183826,NSMCE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BTBD9--ZFAND3,ENSG00000183826,BTBD9,ENSG00000183826,ZFAND3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTF3--TTC37,ENSG00000145741,BTF3,ENSG00000145741,TTC37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTF3L4--FAF1,ENSG00000134717,BTF3L4,ENSG00000134717,FAF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BTG2--NFKBIA,ENSG00000159388,BTG2,ENSG00000159388,NFKBIA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BUB1--YTHDC1,ENSG00000169679,BUB1,ENSG00000169679,YTHDC1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BUD13--ZW10,ENSG00000137656,BUD13,ENSG00000137656,ZW10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BZW1--CLK1,ENSG00000082153,BZW1,ENSG00000082153,CLK1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C10orf54--CNBP,,C10orf54,,CNBP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C11orf57--TMPRSS13,,C11orf57,,TMPRSS13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C11orf58--EFEMP2,ENSG00000110696,C11orf58,ENSG00000110696,EFEMP2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C11orf58--TRPC4AP,ENSG00000110696,C11orf58,ENSG00000110696,TRPC4AP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C11orf73--PICALM,,C11orf73,,PICALM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C12orf42--KDM6A,ENSG00000179088,C12orf42,ENSG00000179088,KDM6A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
C12orf55--PTPRQ,,C12orf55,,PTPRQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C12orf57--RP11-849F2.4,ENSG00000111678,C12orf57,ENSG00000111678,RP11-849F2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C14orf2--KLC1,,C14orf2,,KLC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C14orf80--NOTCH1,,C14orf80,,NOTCH1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C15orf53--RP11-265N7.2,,C15orf53,,RP11-265N7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16orf58--LINC00871,ENSG00000140688,C16orf58,ENSG00000140688,LINC00871,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17orf62--LIMD2,,C17orf62,,LIMD2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17orf62--RP5-882C2.2,,C17orf62,,RP5-882C2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17orf62--SF1,,C17orf62,,SF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17orf62--SHARPIN,,C17orf62,,SHARPIN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17orf62--TRIM65,,C17orf62,,TRIM65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17orf76-AS1--TRPV2,,C17orf76-AS1,,TRPV2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17orf85--CNBP,,C17orf85,,CNBP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C19orf25--DAZAP1,ENSG00000119559,C19orf25,ENSG00000119559,DAZAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
C19orf25--SBNO2,ENSG00000119559,C19orf25,ENSG00000119559,SBNO2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C19orf25--SEC16A,ENSG00000119559,C19orf25,ENSG00000119559,SEC16A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
C19orf25--TMEM181,ENSG00000119559,C19orf25,ENSG00000119559,TMEM181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
C19orf57--ACSBG2,ENSG00000132016,C19orf57,ENSG00000132016,ACSBG2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C1GALT1--HERPUD2,ENSG00000106392,C1GALT1,ENSG00000106392,HERPUD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C1RL--RASGEF1B,ENSG00000139178,C1RL,ENSG00000139178,RASGEF1B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C1orf105--DNM3,ENSG00000180999,C1orf105,ENSG00000180999,DNM3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C1orf132--ATF3,,C1orf132,,ATF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
C1orf132--UBE2T,,C1orf132,,UBE2T,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C1orf63--AHNAK,,C1orf63,,AHNAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
C20orf112--ZNF595,,C20orf112,,ZNF595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C20orf194--SLCO1A2,ENSG00000088854,C20orf194,ENSG00000088854,SLCO1A2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--AGO2,,C21orf33,,AGO2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--ANKLE2,,C21orf33,,ANKLE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
C21orf33--BCL7A,,C21orf33,,BCL7A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--BRF1,,C21orf33,,BRF1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--CTBP1,,C21orf33,,CTBP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--DAZAP1,,C21orf33,,DAZAP1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--ELMSAN1,,C21orf33,,ELMSAN1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--FBRSL1,,C21orf33,,FBRSL1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--LDB1,,C21orf33,,LDB1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--NR3C1,,C21orf33,,NR3C1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--PTOV1,,C21orf33,,PTOV1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--RP11-809O17.1,,C21orf33,,RP11-809O17.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--SF1,,C21orf33,,SF1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--TGIF2,,C21orf33,,TGIF2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C21orf33--TNK2,,C21orf33,,TNK2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf24--BRD1,ENSG00000128254,C22orf24,ENSG00000128254,BRD1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
C22orf24--CSNK1E,ENSG00000128254,C22orf24,ENSG00000128254,CSNK1E,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf24--RANBP1,ENSG00000128254,C22orf24,ENSG00000128254,RANBP1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf34--AGO2,ENSG00000188511,C22orf34,ENSG00000188511,AGO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf34--CSNK1E,ENSG00000188511,C22orf34,ENSG00000188511,CSNK1E,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf34--FLJ27365,ENSG00000188511,C22orf34,ENSG00000188511,FLJ27365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf34--NHP2L1,ENSG00000188511,C22orf34,ENSG00000188511,NHP2L1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf34--SELO,ENSG00000188511,C22orf34,ENSG00000188511,SELO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf34--SET,ENSG00000188511,C22orf34,ENSG00000188511,SET,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C22orf34--SKIL,ENSG00000188511,C22orf34,ENSG00000188511,SKIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
